=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-7-8_22-45-2
====================================================================================
22:45:2 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8128.535645, 437.074829, 9526.053711>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8128.247559, 437.181854, 9525.708984>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8127.666504, 437.392059, 9525.065430>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8126.904297, 437.674805, 9524.236328>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8126.146973, 437.957581, 9523.403320>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8125.307129, 438.271851, 9522.471680>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8124.793457, 438.410095, 9522.335938>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8124.277344, 438.547485, 9522.192383>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8123.764648, 438.684998, 9522.043945>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8123.382813, 438.785980, 9521.945313>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8123.122559, 438.834808, 9522.058594>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8122.854980, 438.884674, 9522.177734>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8122.550293, 438.941315, 9522.318359>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8122.170410, 439.036621, 9522.265625>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8121.241211, 439.306763, 9521.788086>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8120.295410, 439.579376, 9521.322266>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8119.441895, 439.823914, 9520.920898>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8118.509766, 440.063354, 9520.633789>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8117.421387, 440.314850, 9520.541016>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8116.448730, 440.539063, 9520.461914>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8115.471680, 440.763977, 9520.386719>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8102.220703, 443.540466, 9517.341797>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8086.241699, 446.139984, 9514.193359>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8086.178223, 446.150085, 9514.179688>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8086.122070, 446.159088, 9514.166992>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8086.058594, 446.169250, 9514.151367>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8086.001953, 446.178223, 9514.139648>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8083.149902, 446.668365, 9513.579102>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8079.572754, 447.258759, 9512.874023>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8076.437988, 447.825165, 9512.257813>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8074.753906, 448.259216, 9511.932617>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8074.686035, 448.279724, 9511.915039>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8074.626953, 448.297607, 9511.901367>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8074.568359, 448.315491, 9511.887695>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8074.508301, 448.333435, 9511.873047>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8074.287109, 448.399841, 9511.826172>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8073.929688, 448.506561, 9511.753906>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8073.612793, 448.601410, 9511.690430>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8073.257324, 448.708038, 9511.618164>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8072.312012, 448.990082, 9511.432617>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8070.949219, 449.397003, 9511.166992>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8069.477539, 449.772858, 9510.878906>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8065.323242, 450.331390, 9510.050781>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8064.333496, 450.473053, 9509.851563>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8064.048828, 450.515045, 9509.792969>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8063.731934, 450.562164, 9509.726563>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8063.447266, 450.604187, 9509.667969>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8040.731934, 452.077179, 9505.093750>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8061.952148, 451.191986, 9509.371094>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8062.144531, 451.419067, 9509.410156>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8062.185547, 451.674530, 9509.419922>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8062.089844, 451.792023, 9509.401367>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8061.927734, 451.927185, 9509.370117>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8061.519531, 452.061707, 9509.288086>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8018.888672, 454.487000, 9500.700195>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8018.767090, 454.505371, 9500.677734>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8018.670410, 454.519775, 9500.660156>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8018.545898, 454.538269, 9500.637695>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8018.101074, 454.605988, 9500.552734>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8014.962402, 455.103760, 9499.967773>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6984.191406, 511.425415, 9294.365234>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6983.247559, 511.865326, 9295.337891>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6979.356934, 508.023987, 9313.168945>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6974.975098, 502.858856, 9336.407227>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7994.852539, 456.168610, 9499.814453>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8005.224121, 455.535370, 9502.232422>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7997.486816, 455.941620, 9501.394531>)
23:7:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7990.727051, 456.333832, 9500.545898>)
23:7:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7981.958008, 456.804688, 9499.438477>)
23:7:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6919.243652, 483.760162, 9446.256836>)
23:7:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6639.243652, 493.451691, 9427.360352>)
23:7:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6296.200684, 505.399689, 9403.982422>)
23:7:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6173.219727, 502.096771, 9446.426758>)
23:7:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6722.226074, 468.655273, 9578.990234>)
23:7:12 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6798.167480, 365.428162, 9540.694336>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6803.459961, 365.617584, 9544.813477>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6823.686035, 366.432556, 9545.305664>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6824.326172, 366.459747, 9545.207031>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6825.065918, 366.491302, 9545.091797>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6825.400391, 366.505615, 9545.058594>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6825.788574, 366.522247, 9545.019531>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6826.187988, 366.539520, 9544.975586>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6827.260742, 366.584381, 9544.942383>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6833.298828, 366.830444, 9544.960938>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6839.017578, 367.043701, 9544.973633>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6844.371094, 367.226044, 9544.981445>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6848.024414, 367.347473, 9544.956055>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6848.459473, 367.362274, 9544.899414>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6848.839844, 367.375244, 9544.849609>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6849.273438, 367.390045, 9544.791992>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6849.976074, 367.413361, 9544.744141>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6855.388184, 367.579163, 9544.737305>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6860.994141, 367.739532, 9544.728516>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6866.755371, 367.895508, 9544.716797>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6870.565918, 367.991211, 9544.708008>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6870.619141, 367.992096, 9544.708984>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6870.666016, 367.992859, 9544.709961>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6870.719727, 367.993713, 9544.709961>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6870.769531, 367.994415, 9544.709961>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6872.464355, 368.022827, 9544.642578>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6873.975586, 368.056641, 9544.576172>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6875.607422, 368.096588, 9544.501953>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6877.057617, 368.132111, 9544.435547>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6883.528320, 368.250610, 9544.411133>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6889.328613, 368.363129, 9544.393555>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6894.503418, 368.493317, 9544.378906>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6898.777344, 368.648682, 9544.375977>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6899.171387, 368.665527, 9544.376953>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6899.230469, 368.668182, 9544.379883>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6899.268555, 368.669922, 9544.381836>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6899.314453, 368.671936, 9544.383789>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6899.379883, 368.674866, 9544.385742>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6899.445313, 368.677734, 9544.388672>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6899.519043, 368.681000, 9544.391602>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6899.592285, 368.684235, 9544.394531>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6903.297852, 368.832275, 9544.351563>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6907.346680, 369.119812, 9544.297852>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6911.163086, 369.369324, 9544.248047>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6914.136719, 369.642456, 9544.206055>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6915.133301, 369.734619, 9544.194336>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6915.114258, 369.733276, 9544.199219>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6915.092773, 369.731750, 9544.205078>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6915.074707, 369.730530, 9544.209961>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6915.531250, 369.774200, 9544.208008>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6917.485840, 369.959320, 9544.183594>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6919.426758, 370.177582, 9544.157227>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6921.213867, 370.403107, 9544.133789>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6922.662598, 370.588959, 9544.120117>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6923.361328, 370.687866, 9544.123047>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6923.983398, 370.776215, 9544.125000>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6924.531738, 370.853760, 9544.125977>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6925.408691, 370.976929, 9544.120117>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6926.773438, 371.172150, 9544.103516>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6927.974609, 371.346100, 9544.088867>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6929.324707, 371.541779, 9544.072266>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6929.971191, 371.635834, 9544.067383>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6930.056641, 371.649200, 9544.074219>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6930.135254, 371.660950, 9544.081055>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6930.222656, 371.674255, 9544.087891>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6930.895996, 371.768555, 9544.087891>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6931.924316, 371.911835, 9544.083008>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6932.839844, 372.039093, 9544.078125>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6933.915039, 372.180573, 9544.072266>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6935.113770, 372.327148, 9544.067383>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6936.520508, 372.499146, 9544.062500>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6937.820801, 372.650116, 9544.058594>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6939.472656, 372.812897, 9544.055664>)
23:7:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6940.029785, 372.867950, 9544.055664>)
23:7:15 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6940.486328, 372.913269, 9544.058594>)
23:7:15 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6940.806641, 372.944946, 9544.059570>)
23:7:15 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6941.249512, 372.978271, 9544.062500>)
23:7:15 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6943.017578, 373.090912, 9544.056641>)
23:7:15 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6944.841309, 373.206940, 9544.048828>)
23:7:15 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6946.657715, 373.302826, 9544.043945>)
23:7:15 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6948.778809, 373.408813, 9544.038086>)
